Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country
M,27,180,74,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze,China
M,19,168,57,China,CHN,2008 Summer,2008,Summer,Beijing,Trampolining,Trampolining Men's Individual,Bronze,China
M,23,168,57,China,CHN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Gold,China
M,27,168,57,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Silver,China
M,22,179,68,China,CHN,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Singles,Silver,China
M,26,178,75,China,CHN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Team",Silver,China
M,30,178,75,China,CHN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Team",Silver,China
F,28,175,109.5,Russia,RUS,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Bronze,Russia
M,23,175,77,United States,USA,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Platform,Silver,USA
F,26,175,67,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,Gold,Bulgaria
F,30,175,67,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,Bronze,Bulgaria
F,18,163,NA,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA
M,23,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Bronze,Canada
M,49,NA,NA,Mignon-3,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Bronze,France
F,27,170,67,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Silver,USA
F,24,170,60,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,Hungary
M,23,NA,NA,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
M,28,181,75,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,Poland
M,28,181,75,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,Poland
M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Military Pistol, 25 metres",Bronze,Greece
F,22,188,75,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze,Germany
M,26,183,74,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 50 kilometres Walk,Gold,Italy
M,31,189,90,Spain,ESP,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed One Person Dinghy,Gold,Spain
M,23,175,72,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,Gold,Spain
M,31,175,72,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,Spain
M,25,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Austria
F,27,168,55,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Gold,Italy
M,20,177,106,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Stone Throw,Bronze,Greece
M,22,177,106,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Javelin Throw, Freestyle",Silver,Greece
M,28,170,60,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze,Mongolia
M,20,162,60,Mongolia,MGL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,Bronze,Mongolia
F,23,167,51,Mongolia,MGL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,Mongolia
F,39,167,51,Germany,GER,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,Germany
F,25,160,59,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Silver,Mongolia
M,24,175,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver,USA
F,26,178,82,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze,Russia
M,22,163,64,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,Bronze,Romania
M,26,163,64,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Bronze,Romania
F,26,170,57,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Bronze,Germany
M,21,184,NA,Brazil,BRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Bronze,Brazil
F,21,159,69,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Gold,Japan
M,19,202,115,Czech Republic,CZE,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Czech Republic
M,23,202,115,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,Czech Republic
M,23,202,115,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Czech Republic
M,21,174,67,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,Silver,Ukraine
M,23,180,65,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Gold,Australia
M,NA,NA,NA,Favorite-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Silver,France
F,22,174,68,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Hungary
F,22,174,68,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Hungary
F,26,174,68,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Hungary
F,26,174,68,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver,Hungary
F,30,174,68,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Bronze,Hungary
F,30,174,68,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,Hungary
M,23,192,96,Czechoslovakia,TCH,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Bronze,Czech Republic
F,16,157,50,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,Gold,USA
F,16,157,50,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,USA
M,NA,193,NA,Uruguay,URU,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Single Sculls,Bronze,Uruguay
M,26,175,67,United States,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,Bronze,USA
M,25,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Middleweight,Gold,UK
F,25,162,55,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,UK
M,22,173,69,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,Brazil
M,23,196,125,France,FRA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Heavyweight,Bronze,France
M,27,196,125,France,FRA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,Gold,France
M,31,196,125,France,FRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Heavyweight,Gold,France
M,40,178,68,United States,USA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,USA
M,48,178,68,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,USA
M,24,180,72,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,Belarus
M,20,195,93,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,Russia
M,NA,NA,NA,St. Louis Amateur Athletic Association,USA,1904 Summer,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Silver,USA
M,19,177,71,Canada,CAN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,Bronze,Canada
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1/4 mile,Silver,USA
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1/3 mile,Silver,USA
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1/2 mile,Bronze,USA
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 1 mile,Silver,USA
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 2 mile,Gold,USA
M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 25 mile,Gold,USA
M,25,178,82,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,Poland
M,21,188,80,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,Bronze,Serbia
M,22,198,85,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,Bronze,USA
M,26,181,81,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Heavyweight,Bronze,Poland
M,21,197,86,Croatia,CRO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,Silver,Croatia
F,29,172,62,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Pole Vault,Gold,USA
M,23,163,64,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Romania
M,23,163,64,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Romania
M,23,163,64,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,Bronze,Romania
M,27,200,102,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver,Germany
M,26,178,86,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,Romania
M,24,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,France
M,24,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Bronze,France
M,32,NA,NA,France,FRA,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Silver,France
M,26,176,69,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,Bronze,UK
M,22,165,54,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA
F,23,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Women's Springboard,Gold,USA
F,23,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Women's Platform,Gold,USA
M,25,183,73,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Silver,USA
F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Bronze,Germany
F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Bronze,Germany
F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Silver,Germany
F,27,181,68,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Long Jump,Gold,Germany
F,35,181,68,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,Gold,Germany
M,27,187,83,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Silver,Germany
M,23,192,95,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Single Sculls,Bronze,Germany
M,27,192,95,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,Gold,Germany
M,28,187,84,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,Italy
F,18,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Germany
M,26,NA,NA,Germany,GER,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,Germany
M,26,NA,NA,Germany,GER,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Bronze,Germany
M,18,NA,NA,South Africa,RSA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,Gold,South Africa
M,26,172,59,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Individual",Gold,Romania
M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle For Sailors,Bronze,Greece
M,21,178,64,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Pole Vault,Silver,USA
F,27,180,83,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Bronze,Germany
M,27,171,67,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,Bronze,Poland
M,24,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze,France
M,23,191,77,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Double Sculls,Silver,Netherlands
F,31,163,47,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,Bronze,USA
M,19,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Backstroke,Bronze,Netherlands
M,22,196,83,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze,Canada
M,26,196,83,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Gold,Canada
M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Archery,Archery Men's Sur La Perche a La Herse,Silver,Belgium
M,27,175,75,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,USA
M,21,188,74,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Silver,France
M,25,188,74,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Gold,France
M,25,183,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,Gold,USA
M,29,200,102,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Bronze,New Zealand
M,33,200,102,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Gold,New Zealand
M,37,200,102,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Gold,New Zealand
F,24,170,70,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Gold,China
F,22,170,55,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,China
F,26,170,55,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,China
F,34,170,55,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver,China
F,34,170,55,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,China
F,25,170,61,United States,USA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,USA
F,27,180,76,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Bronze,China
M,27,185,85,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Netherlands
M,24,183,146,United States,USA,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Heavyweight,Bronze,USA
M,NA,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 3-10 Ton,Bronze,France
M,NA,NA,NA,Gitana-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 3-10 Ton,Silver,France
M,NA,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Sculpturing,Silver,France
M,19,NA,NA,Belgium,BEL,1906 Summer,1906,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,Belgium
M,22,191,84,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,France
M,26,191,84,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,France
M,26,191,84,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,France
M,19,191,73,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Germany
M,24,191,115,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,Silver,Belarus
M,25,181,74,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Double Sculls,Gold,Russia
F,16,162,67,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Diving,Diving Women's Platform,Gold,Czech Republic
F,20,162,67,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Platform,Silver,Czech Republic
M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Individual",Bronze,France
M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Gold,France
M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Individual",Silver,France
M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",Silver,France
F,22,161,57,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Hungary
F,20,157,46,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Bulgaria
M,17,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
M,23,181,81,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Poland
M,32,176,75,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Multihull,Silver,Denmark
F,17,170,61,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Freestyle,Gold,USA
F,17,170,61,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,Bronze,USA
M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,USA
M,28,178,71,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver,France
M,22,163,57,Mongolia,MGL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,Mongolia
F,18,170,63,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,Canada
M,29,NA,NA,"Central Turnverein, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Bronze,USA
M,29,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,USA
M,NA,NA,NA,Germany,GER,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,Silver,Germany
F,27,170,57,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,UK
F,31,170,57,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,UK
M,24,165,57,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,Bulgaria
M,32,168,68,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Bronze,USA
M,19,185,81,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's High Jump,Gold,USA
F,33,178,82,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Bronze,Russia
M,25,NA,NA,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Welterweight,Bronze,Romania
M,19,171,58,Romania,ROU,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Silver,Romania
M,35,179,98,Romania,ROU,1960 Summer,1960,Summer,Roma,Shooting,Shooting Men's Trap,Gold,Romania
M,21,166,75,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Romania
F,25,158,48,Romania,ROU,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,Gold,Romania
F,29,158,48,Romania,ROU,2012 Summer,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,Silver,Romania
M,26,173,90,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Romania
F,22,165,64,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,Romania
F,26,165,64,Romania,ROU,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,Romania
M,33,NA,NA,Western Rowing Club-3,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Fours,Bronze,USA
M,19,190,82,France,FRA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,Silver,France
M,28,171,73,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,France
M,25,186,70,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Silver,Netherlands
M,32,188,81,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Silver,Switzerland
F,18,163,41,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver,Bulgaria
M,24,174,64,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze,Russia
